"title-titre-eng","title-titre-fra","referenceNumber-numeroReference","amendmentNumber-numeroModification","procurementNumber-numeroApprovisionnement","solicitationNumber-numeroSollicitation","contractNumber-numeroContrat","numberOfRecords-nombreEnregistrements","publicationDate-datePublication","contractAwardDate-dateAttributionContrat","amendmentDate-dateModification","contractStartDate-contratDateDebut","contractEndDate-dateFinContrat","contractAmount-montantContrat","totalContractValue-valeurTotaleContrat","contractCurrency-contratMonnaie","contractStatus-statutContrat-eng","contractStatus-statutContrat-fra","gsin-nibs","gsinDescription-nibsDescription-eng","gsinDescription-nibsDescription-fra","unspsc","unspscDescription-eng","unspscDescription-fra","procurementCategory-categorieApprovisionnement","noticeType-avisType-eng","noticeType-avisType-fra","procurementMethod-methodeApprovisionnement-eng","procurementMethod-methodeApprovisionnement-fra","selectionCriteria-criteresSelection-eng","selectionCriteria-criteresSelection-fra","limitedTenderingReason-raisonAppelOffresLimite-eng","limitedTenderingReason-raisonAppelOffresLimite-fra","tradeAgreements-accordsCommerciaux-eng","tradeAgreements-accordsCommerciaux-fra","regionsOfDelivery-regionsLivraison-eng","regionsOfDelivery-regionsLivraison-fra","supplierLegalName-nomLegalFournisseur-eng","supplierLegalName-nomLegalFournisseur-fra","supplierStandardizedName-nomNormaliseFournisseur-eng","supplierStandardizedName-nomNormaliseFournisseur-fra","supplierOperatingName-nomCommercialFournisseur-eng","supplierOperatingName-nomCommercialFournisseur-fra","supplierEmployeeCount-fournisseurNombreEmployes-eng","supplierEmployeeCount-fournisseurNombreEmployes-fra","supplierAddressLine-ligneAdresseFournisseur-eng","supplierAddressLine-ligneAdresseFournisseur-fra","supplierAddressCity-fournisseurAdresseVille-eng","supplierAddressCity-fournisseurAdresseVille-fra","supplierAddressProvince-fournisseurAdresseProvince-eng","supplierAddressProvince-fournisseurAdresseProvince-fra","supplierAddressPostalCode-fournisseurAdresseCodePostal","supplierAddressCountry-fournisseurAdressePays-eng","supplierAddressCountry-fournisseurAdressePays-fra","contractingEntityName-nomEntitContractante-eng","contractingEntityName-nomEntitContractante-fra","contractingEntityAddressLine-ligneAdresseEntiteContractante-eng","contractingEntityAddressLine-ligneAdresseEntiteContractante-fra","contractingEntityAddressCity-entiteContractanteAdresseVille-eng","contractingEntityAddressCity-entiteContractanteAdresseVille-fra","contractingEntityAddressProvince-entiteContractanteAdresseProvince-eng","contractingEntityAddressProvince-entiteContractanteAdresseProvince-fra","contractingEntityAddressPostalCode-entiteContractanteAdresseCodePostal","contractingEntityAddressCountry-entiteContractanteAdressePays-eng","contractingEntityAddressCountry-entiteContractanteAdressePays-fra","endUserEntitiesName-nomEntitesUtilisateurFinal-eng","endUserEntitiesName-nomEntitesUtilisateurFinal-fra","endUserEntitiesOfficeName-bureauNomEntitesUtilisateurFinal-eng","endUserEntitiesOfficeName-bureauNomEntitesUtilisateurFinal-fra","endUserEntitiesAddress-adresseEntitesUtilisateurFinal-eng","endUserEntitiesAddress-adresseEntitesUtilisateurFinal-fra","contactInfoName-informationsContactNom","contactInfoEmail-informationsContactCourriel","contactInfoPhone-contactInfoTelephone","contactInfoFax","contactInfoAddressLine-contactInfoAdresseLigne-eng","contactInfoAddressLine-contactInfoAdresseLigne-fra","contactInfoCity-contacterInfoVille-eng","contactInfoCity-contacterInfoVille-fra","contactInfoProvince-contacterInfoProvince-eng","contactInfoProvince-contacterInfoProvince-fra","contactInfoPostalcode","contactInfoCountry-contactInfoPays-eng","contactInfoCountry-contactInfoPays-fra","percentageOfGoodsByCountry-pourcentageDeBiensParPays","tenderDescription-descriptionAppelOffres-eng","tenderDescription-descriptionAppelOffres-fra"
"OSKAR CONSTRUCTION LTD (EZ899-182549/001/PWY~009)","OSKAR CONSTRUCTION LTD (EZ899-182549/001/PWY~009)","EZ899-182549/001/PWY","009","EZ899-182549","","EZ899-182549/001/PWY","12","","2019-05-02","","","2019-06-16","29384.00","2396607.00","CAD","","","*5129B","*Construction of Other Buildings","*Construction d'autres édifices","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canada-European Union Comprehensive Economic and Trade Agreement (CETA)
*World Trade Organization Agreement on Government Procurement (WTO GPA)
*Canada-Chile Free Trade Agreement (CCFTA)","*Accord économique et commercial global (AECG) entre le Canada et l’Union européenne (UE)
*Accord sur les marchés publics de l'Organisation mondiale du commerce (AMP-OMC)
*Accord de libre-échange Canada-Chili (ALECC)","","","oskar construction ltd","oskar construction ltd","OSKAR CONSTRUCTION LTD","OSKAR CONSTRUCTION LTD","oskar construction ltd","oskar construction ltd","10 to 19 employees","10 à 19 employés","po box 774","po box 774","banff","banff","Alberta","Alberta","T1L1A8","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","P&T SERVS PRJCT MGNT","N/D","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","","","","","","","","","","","","","","","",""
"OSKAR CONSTRUCTION LTD (EZ899-182549/001/PWY~010)","OSKAR CONSTRUCTION LTD (EZ899-182549/001/PWY~010)","EZ899-182549/001/PWY","010","EZ899-182549","","EZ899-182549/001/PWY","12","","2019-05-23","","","2019-06-16","35519.00","2396607.00","CAD","","","*5129B","*Construction of Other Buildings","*Construction d'autres édifices","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*World Trade Organization Agreement on Government Procurement (WTO GPA)
*Canada-Chile Free Trade Agreement (CCFTA)
*Canada-European Union Comprehensive Economic and Trade Agreement (CETA)","*Accord sur les marchés publics de l'Organisation mondiale du commerce (AMP-OMC)
*Accord de libre-échange Canada-Chili (ALECC)
*Accord économique et commercial global (AECG) entre le Canada et l’Union européenne (UE)","","","oskar construction ltd","oskar construction ltd","OSKAR CONSTRUCTION LTD","OSKAR CONSTRUCTION LTD","oskar construction ltd","oskar construction ltd","10 to 19 employees","10 à 19 employés","po box 774","po box 774","banff","banff","Alberta","Alberta","T1L1A8","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","P&T SERVS PRJCT MGNT","N/D","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","","","","","","","","","","","","","","","",""
"OSKAR CONSTRUCTION LTD (EZ899-182549/001/PWY~011)","OSKAR CONSTRUCTION LTD (EZ899-182549/001/PWY~011)","EZ899-182549/001/PWY","011","EZ899-182549","","EZ899-182549/001/PWY","12","","2019-06-26","","","2019-06-16","119570.00","2396607.00","CAD","","","*5129B","*Construction of Other Buildings","*Construction d'autres édifices","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canada-European Union Comprehensive Economic and Trade Agreement (CETA)
*World Trade Organization Agreement on Government Procurement (WTO GPA)
*Canada-Chile Free Trade Agreement (CCFTA)","*Accord économique et commercial global (AECG) entre le Canada et l’Union européenne (UE)
*Accord sur les marchés publics de l'Organisation mondiale du commerce (AMP-OMC)
*Accord de libre-échange Canada-Chili (ALECC)","","","oskar construction ltd","oskar construction ltd","OSKAR CONSTRUCTION LTD","OSKAR CONSTRUCTION LTD","oskar construction ltd","oskar construction ltd","10 to 19 employees","10 à 19 employés","po box 774","po box 774","banff","banff","Alberta","Alberta","T1L1A8","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","P&T SERVS PRJCT MGNT","N/D","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","","","","","","","","","","","","","","","",""
"KETZA PACIFIC CONSTRUCTION (1993) LTD (EZ899-182663/001/PWY~009)","KETZA PACIFIC CONSTRUCTION (1993) LTD (EZ899-182663/001/PWY~009)","EZ899-182663/001/PWY","009","EZ899-182663","","EZ899-182663/001/PWY","10","","2019-04-25","","","2019-04-30","31438.00","2628643.00","CAD","","","*5129B","*Construction of Other Buildings","*Construction d'autres édifices","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","Ketza Pacific Construction (1993) Ltd.","Ketza Pacific Construction (1993) Ltd.","KETZA PACIFIC CONSTRUCTION (1993) LTD","KETZA PACIFIC CONSTRUCTION (1993) LTD","Ketza Pacific Construction (1993) Ltd.","Ketza Pacific Construction (1993) Ltd.","20 to 49 employees","20 à 49 employés","PO Box 594","PO Box 594","Campbell River","Campbell River","British Columbia","British Columbia","V9W5T9","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","P&T SERVS PRJCT MGNT","N/D","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","","","","","","","","","","","","","","","",""
"KINETIC CONSTRUCTION LTD (EZ899-190130/001/PWY~008)","KINETIC CONSTRUCTION LTD (EZ899-190130/001/PWY~008)","EZ899-190130/001/PWY","008","EZ899-190130","","EZ899-190130/001/PWY","19","","2019-05-07","","","2019-11-25","39022.00","6266663.00","CAD","","","*5129B","*Construction of Other Buildings","*Construction d'autres édifices","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","Kinetic Construction Ltd.","Kinetic Construction Ltd.","KINETIC CONSTRUCTION LTD","KINETIC CONSTRUCTION LTD","Kinetic Construction Ltd.","Kinetic Construction Ltd.","50 to 99 employees","50 à 99 employés","#201-862 Cloverdale Avenue","#201-862 Cloverdale Avenue","Victoria","Victoria","British Columbia","British Columbia","V8X2S8","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","P&T SERVS PRJCT MGNT","N/D","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","","","","","","","","","","","","","","","",""
"KINETIC CONSTRUCTION LTD (EZ899-190130/001/PWY~009)","KINETIC CONSTRUCTION LTD (EZ899-190130/001/PWY~009)","EZ899-190130/001/PWY","009","EZ899-190130","","EZ899-190130/001/PWY","19","","2019-05-10","","","2019-11-25","54347.00","6266663.00","CAD","","","*5129B","*Construction of Other Buildings","*Construction d'autres édifices","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","Kinetic Construction Ltd.","Kinetic Construction Ltd.","KINETIC CONSTRUCTION LTD","KINETIC CONSTRUCTION LTD","Kinetic Construction Ltd.","Kinetic Construction Ltd.","50 to 99 employees","50 à 99 employés","#201-862 Cloverdale Avenue","#201-862 Cloverdale Avenue","Victoria","Victoria","British Columbia","British Columbia","V8X2S8","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","P&T SERVS PRJCT MGNT","N/D","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","","","","","","","","","","","","","","","",""
"KINETIC CONSTRUCTION LTD (EZ899-190130/001/PWY~010)","KINETIC CONSTRUCTION LTD (EZ899-190130/001/PWY~010)","EZ899-190130/001/PWY","010","EZ899-190130","","EZ899-190130/001/PWY","19","","2019-06-03","","","2019-11-25","10624.00","6266663.00","CAD","","","*5129B","*Construction of Other Buildings","*Construction d'autres édifices","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","Kinetic Construction Ltd.","Kinetic Construction Ltd.","KINETIC CONSTRUCTION LTD","KINETIC CONSTRUCTION LTD","Kinetic Construction Ltd.","Kinetic Construction Ltd.","50 to 99 employees","50 à 99 employés","#201-862 Cloverdale Avenue","#201-862 Cloverdale Avenue","Victoria","Victoria","British Columbia","British Columbia","V8X2S8","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","P&T SERVS PRJCT MGNT","N/D","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","","","","","","","","","","","","","","","",""
"KINETIC CONSTRUCTION LTD (EZ899-190130/001/PWY~011)","KINETIC CONSTRUCTION LTD (EZ899-190130/001/PWY~011)","EZ899-190130/001/PWY","011","EZ899-190130","","EZ899-190130/001/PWY","19","","2019-07-02","","","2019-11-25","140869.00","6266663.00","CAD","","","*5129B","*Construction of Other Buildings","*Construction d'autres édifices","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","Kinetic Construction Ltd.","Kinetic Construction Ltd.","KINETIC CONSTRUCTION LTD","KINETIC CONSTRUCTION LTD","Kinetic Construction Ltd.","Kinetic Construction Ltd.","50 to 99 employees","50 à 99 employés","#201-862 Cloverdale Avenue","#201-862 Cloverdale Avenue","Victoria","Victoria","British Columbia","British Columbia","V8X2S8","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","P&T SERVS PRJCT MGNT","N/D","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","","","","","","","","","","","","","","","",""
"KINETIC CONSTRUCTION LTD (EZ899-190130/001/PWY~012)","KINETIC CONSTRUCTION LTD (EZ899-190130/001/PWY~012)","EZ899-190130/001/PWY","012","EZ899-190130","","EZ899-190130/001/PWY","19","","2019-07-04","","","2019-11-25","11496.00","6266663.00","CAD","","","*5129B","*Construction of Other Buildings","*Construction d'autres édifices","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","Kinetic Construction Ltd.","Kinetic Construction Ltd.","KINETIC CONSTRUCTION LTD","KINETIC CONSTRUCTION LTD","Kinetic Construction Ltd.","Kinetic Construction Ltd.","50 to 99 employees","50 à 99 employés","#201-862 Cloverdale Avenue","#201-862 Cloverdale Avenue","Victoria","Victoria","British Columbia","British Columbia","V8X2S8","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","P&T SERVS PRJCT MGNT","N/D","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","","","","","","","","","","","","","","","",""
"KINETIC CONSTRUCTION LTD (EZ899-190130/001/PWY~013)","KINETIC CONSTRUCTION LTD (EZ899-190130/001/PWY~013)","EZ899-190130/001/PWY","013","EZ899-190130","","EZ899-190130/001/PWY","19","","2019-08-06","","","2019-11-25","1785.00","6266663.00","CAD","","","*5129B","*Construction of Other Buildings","*Construction d'autres édifices","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","Kinetic Construction Ltd.","Kinetic Construction Ltd.","KINETIC CONSTRUCTION LTD","KINETIC CONSTRUCTION LTD","Kinetic Construction Ltd.","Kinetic Construction Ltd.","50 to 99 employees","50 à 99 employés","#201-862 Cloverdale Avenue","#201-862 Cloverdale Avenue","Victoria","Victoria","British Columbia","British Columbia","V8X2S8","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","P&T SERVS PRJCT MGNT","N/D","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","","","","","","","","","","","","","","","",""
"KINETIC CONSTRUCTION LTD (EZ899-190130/001/PWY~014)","KINETIC CONSTRUCTION LTD (EZ899-190130/001/PWY~014)","EZ899-190130/001/PWY","014","EZ899-190130","","EZ899-190130/001/PWY","19","","2019-08-16","","","2019-11-25","23264.00","6266663.00","CAD","","","*5129B","*Construction of Other Buildings","*Construction d'autres édifices","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","Kinetic Construction Ltd.","Kinetic Construction Ltd.","KINETIC CONSTRUCTION LTD","KINETIC CONSTRUCTION LTD","Kinetic Construction Ltd.","Kinetic Construction Ltd.","50 to 99 employees","50 à 99 employés","#201-862 Cloverdale Avenue","#201-862 Cloverdale Avenue","Victoria","Victoria","British Columbia","British Columbia","V8X2S8","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","P&T SERVS PRJCT MGNT","N/D","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","","","","","","","","","","","","","","","",""
"KINETIC CONSTRUCTION LTD (EZ899-190130/001/PWY~015)","KINETIC CONSTRUCTION LTD (EZ899-190130/001/PWY~015)","EZ899-190130/001/PWY","015","EZ899-190130","","EZ899-190130/001/PWY","19","","2019-09-23","","","2019-11-25","6910.00","6266663.00","CAD","","","*5129B","*Construction of Other Buildings","*Construction d'autres édifices","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","Kinetic Construction Ltd.","Kinetic Construction Ltd.","KINETIC CONSTRUCTION LTD","KINETIC CONSTRUCTION LTD","Kinetic Construction Ltd.","Kinetic Construction Ltd.","50 to 99 employees","50 à 99 employés","#201-862 Cloverdale Avenue","#201-862 Cloverdale Avenue","Victoria","Victoria","British Columbia","British Columbia","V8X2S8","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","P&T SERVS PRJCT MGNT","N/D","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","","","","","","","","","","","","","","","",""
"KINETIC CONSTRUCTION LTD (EZ899-190130/001/PWY~016)","KINETIC CONSTRUCTION LTD (EZ899-190130/001/PWY~016)","EZ899-190130/001/PWY","016","EZ899-190130","","EZ899-190130/001/PWY","19","","2019-12-19","","","2019-11-25","41197.00","6266663.00","CAD","","","*5129B","*Construction of Other Buildings","*Construction d'autres édifices","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","Kinetic Construction Ltd.","Kinetic Construction Ltd.","KINETIC CONSTRUCTION LTD","KINETIC CONSTRUCTION LTD","Kinetic Construction Ltd.","Kinetic Construction Ltd.","50 to 99 employees","50 à 99 employés","#201-862 Cloverdale Avenue","#201-862 Cloverdale Avenue","Victoria","Victoria","British Columbia","British Columbia","V8X2S8","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","P&T SERVS PRJCT MGNT","N/D","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","","","","","","","","","","","","","","","",""
"KINETIC CONSTRUCTION LTD (EZ899-190130/001/PWY~017)","KINETIC CONSTRUCTION LTD (EZ899-190130/001/PWY~017)","EZ899-190130/001/PWY","017","EZ899-190130","","EZ899-190130/001/PWY","19","","2020-01-22","","","2019-11-25","-31379.00","6266663.00","CAD","","","*5129B","*Construction of Other Buildings","*Construction d'autres édifices","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","Kinetic Construction Ltd.","Kinetic Construction Ltd.","KINETIC CONSTRUCTION LTD","KINETIC CONSTRUCTION LTD","Kinetic Construction Ltd.","Kinetic Construction Ltd.","50 to 99 employees","50 à 99 employés","#201-862 Cloverdale Avenue","#201-862 Cloverdale Avenue","Victoria","Victoria","British Columbia","British Columbia","V8X2S8","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","P&T SERVS PRJCT MGNT","N/D","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","","","","","","","","","","","","","","","",""
"KINETIC CONSTRUCTION LTD (EZ899-190130/001/PWY~018)","KINETIC CONSTRUCTION LTD (EZ899-190130/001/PWY~018)","EZ899-190130/001/PWY","018","EZ899-190130","","EZ899-190130/001/PWY","19","","2020-02-11","","","2019-11-25","17082.00","6266663.00","CAD","","","*5129B","*Construction of Other Buildings","*Construction d'autres édifices","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","Kinetic Construction Ltd.","Kinetic Construction Ltd.","KINETIC CONSTRUCTION LTD","KINETIC CONSTRUCTION LTD","Kinetic Construction Ltd.","Kinetic Construction Ltd.","50 to 99 employees","50 à 99 employés","#201-862 Cloverdale Avenue","#201-862 Cloverdale Avenue","Victoria","Victoria","British Columbia","British Columbia","V8X2S8","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","P&T SERVS PRJCT MGNT","N/D","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","","","","","","","","","","","","","","","",""
"ONLINE CONSTRUCTORS LTD (EZ899-190650/001/PWY~003)","ONLINE CONSTRUCTORS LTD (EZ899-190650/001/PWY~003)","EZ899-190650/001/PWY","003","EZ899-190650","","EZ899-190650/001/PWY","5","","2019-07-03","","","2019-03-31","284200.00","899051.00","CAD","","","*5129B","*Construction of Other Buildings","*Construction d'autres édifices","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*None","*Aucun","","","Online Constructors Ltd.","Online Constructors Ltd.","ONLINE CONSTRUCTORS LTD","ONLINE CONSTRUCTORS LTD","Online Constructors Ltd.","Online Constructors Ltd.","5 to 9 employees","5 à 9 employés","Online Constructors Ltd.<br>33826 Morey Avenue","Online Constructors Ltd.<br>33826 Morey Avenue","Abbotsford","Abbotsford","British Columbia","British Columbia","V2S2W6","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","P&T SERVS PRJCT MGNT","N/D","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","","","","","","","","","","","","","","","",""
"LANDTEC GROUND EXPERTS (EZ899-192509/001/PWY~001)","LANDTEC GROUND EXPERTS (EZ899-192509/001/PWY~001)","EZ899-192509/001/PWY","001","EZ899-192509","","EZ899-192509/001/PWY","6","","2019-05-09","","","2019-09-19","11803.00","906399.00","CAD","","","*5129B","*Construction of Other Buildings","*Construction d'autres édifices","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","Mohammad Hussain","Mohammad Hussain","LANDTEC GROUND EXPERTS","LANDTEC GROUND EXPERTS","Landtec Ground Experts","Landtec Ground Experts","1 to 4 employees","1 à 4 employés","21476  83 AVE","21476  83 AVE","LANGLEY","LANGLEY","British Columbia","British Columbia","V2Y2C6","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","P&T SERVS PRJCT MGNT","N/D","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","","","","","","","","","","","","","","","",""
"LANDTEC GROUND EXPERTS (EZ899-192509/001/PWY~002)","LANDTEC GROUND EXPERTS (EZ899-192509/001/PWY~002)","EZ899-192509/001/PWY","002","EZ899-192509","","EZ899-192509/001/PWY","6","","2019-06-11","","","2019-09-19","73629.00","906399.00","CAD","","","*5129B","*Construction of Other Buildings","*Construction d'autres édifices","","","","*CNST","","","Competitive - Open bidding","Concurrentielle - Invitation ouverte à soumissionner","Lowest Price","Prix le plus bas","","","*Canadian Free Trade Agreement (CFTA)","*Accord de libre-échange canadien (ALEC)","","","Mohammad Hussain","Mohammad Hussain","LANDTEC GROUND EXPERTS","LANDTEC GROUND EXPERTS","Landtec Ground Experts","Landtec Ground Experts","1 to 4 employees","1 à 4 employés","21476  83 AVE","21476  83 AVE","LANGLEY","LANGLEY","British Columbia","British Columbia","V2Y2C6","Canada","Canada","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","","","","","","","","","","Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada","P&T SERVS PRJCT MGNT","N/D","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","219-800 BURRARD ST,VANCOUVER,British Columbia,V6Z0B9,Canada","","","","","","","","","","","","","","","",""
