Department Family                                 ,Entity                                            ,Date                   ,Expense Type                                      ,Expense Area                                      ,Supplier                                          ,Transaction Number                                ,Amount               ,VAT Registration Number                           
DCMS                                              ,NHM                                               ,2014-03-26 00:00:00.000,B/S - Prepayments Drs (ManAccts)                  ,Estates Business Rates                            ,Royal Borough of Kensington & Chelse              ,PINV      181319                                  ,           81625.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-26 00:00:00.000,B/S - Prepayments Drs (ManAccts)                  ,Estates Business Rates                            ,Royal Borough of Kensington & Chelse              ,PINV      181320                                  ,           81625.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-26 00:00:00.000,B/S - Prepayments Drs (ManAccts)                  ,Estates Business Rates                            ,Royal Borough of Kensington & Chelse              ,PINV      181321                                  ,           81625.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-26 00:00:00.000,B/S - Prepayments Drs (ManAccts)                  ,Estates Business Rates                            ,Royal Borough of Kensington & Chelse              ,PINV      181322                                  ,           81625.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-26 00:00:00.000,B/S - Prepayments Drs (ManAccts)                  ,Estates Business Rates                            ,Royal Borough of Kensington & Chelse              ,PINV      181323                                  ,           81625.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-26 00:00:00.000,B/S - Prepayments Drs (ManAccts)                  ,Estates Business Rates                            ,Royal Borough of Kensington & Chelse              ,PINV      181324                                  ,           81625.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-26 00:00:00.000,B/S - Prepayments Drs (ManAccts)                  ,Estates Business Rates                            ,Royal Borough of Kensington & Chelse              ,PINV      181325                                  ,           81625.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-26 00:00:00.000,B/S - Prepayments Drs (ManAccts)                  ,Estates Business Rates                            ,Royal Borough of Kensington & Chelse              ,PINV      181326                                  ,           81625.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-26 00:00:00.000,B/S - Prepayments Drs (ManAccts)                  ,Estates Business Rates                            ,Royal Borough of Kensington & Chelse              ,PINV      181327                                  ,           81625.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-26 00:00:00.000,B/S - Prepayments Drs (ManAccts)                  ,Estates Business Rates                            ,Wandsworth Borough Council                        ,PINV      181148                                  ,            8032.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-26 00:00:00.000,B/S - Prepayments Drs (ManAccts)                  ,Estates Business Rates                            ,Wandsworth Borough Council                        ,PINV      181150                                  ,            8032.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-27 00:00:00.000,Agency Temporary Staff Costs                      ,DCS ICT (Info Computer Techonology)               ,Spring Personnel                                  ,PINV      181043                                  ,             880.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-27 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Welcome&Information                        ,Spring Personnel                                  ,PINV      181101                                  ,            1723.7200,                                                  
DCMS                                              ,NHM                                               ,2014-03-27 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Bookings&Sales                             ,Spring Personnel                                  ,PINV      181102                                  ,            1287.9900,                                                  
DCMS                                              ,NHM                                               ,2014-03-27 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Bookings&Sales                             ,Spring Personnel                                  ,PINV      181103                                  ,            1277.3600,                                                  
DCMS                                              ,NHM                                               ,2014-03-27 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Welcome&Information                        ,Step Ahead                                        ,PINV      181105                                  ,             638.6300,                                                  
DCMS                                              ,NHM                                               ,2014-03-27 00:00:00.000,B/S - Prepayments Drs (ManAccts)                  ,Sci Earth Research                                ,Key Travel                                        ,PINV      180997                                  ,            1621.8700,                                                  
DCMS                                              ,NHM                                               ,2014-03-27 00:00:00.000,B/S - Prepayments Drs (ManAccts)                  ,Sci Earth Research                                ,Key Travel                                        ,PINV      180998                                  ,            1078.8000,                                                  
DCMS                                              ,NHM                                               ,2014-03-27 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest Group Ltd                                 ,PINV      180991                                  ,            1991.2200,                                                  
DCMS                                              ,NHM                                               ,2014-03-27 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest Group Ltd                                 ,PINV      180992                                  ,            1045.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-27 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest Group Ltd                                 ,PINV      181086                                  ,            1169.4200,                                                  
DCMS                                              ,NHM                                               ,2014-03-27 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest Group Ltd                                 ,PINV      181088                                  ,            4560.2800,                                                  
DCMS                                              ,NHM                                               ,2014-03-27 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest Group Ltd                                 ,PINV      181089                                  ,            3443.6600,                                                  
DCMS                                              ,NHM                                               ,2014-03-27 00:00:00.000,Equipment < £5k                                   ,VE Production Special Effects                     ,White Light (Electrics) Ltd                       ,PINV      180985                                  ,            6573.2500,                                                  
DCMS                                              ,NHM                                               ,2014-03-27 00:00:00.000,EXF - Travel                                      ,Sci Earth Research                                ,Key Travel                                        ,PINV      180999                                  ,             613.7500,                                                  
DCMS                                              ,NHM                                               ,2014-03-27 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Computers In Personnel Ltd                        ,PINV      181110                                  ,               5.0900,                                                  
DCMS                                              ,NHM                                               ,2014-03-27 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Guy's & St Thomas' NHS Trust                      ,PINV      181024                                  ,               2.4800,                                                  
DCMS                                              ,NHM                                               ,2014-03-27 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Spring Personnel                                  ,PINV      181010                                  ,               6.8900,                                                  
DCMS                                              ,NHM                                               ,2014-03-27 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Spring Personnel                                  ,PINV      181014                                  ,              13.9600,                                                  
DCMS                                              ,NHM                                               ,2014-03-27 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Spring Personnel                                  ,PINV      181026                                  ,               2.7300,                                                  
DCMS                                              ,NHM                                               ,2014-03-27 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Spring Personnel                                  ,PINV      181043                                  ,               5.6000,                                                  
DCMS                                              ,NHM                                               ,2014-03-27 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Spring Personnel                                  ,PINV      181102                                  ,               8.1900,                                                  
DCMS                                              ,NHM                                               ,2014-03-27 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Spring Personnel                                  ,PINV      181103                                  ,               8.1200,                                                  
DCMS                                              ,NHM                                               ,2014-03-27 00:00:00.000,MF - Travel Costs                                 ,Sci Directorate                                   ,Key Travel                                        ,PINV      180996                                  ,             878.2800,                                                  
DCMS                                              ,NHM                                               ,2014-03-27 00:00:00.000,Occupational Health                               ,DCS HR Health & Safety Unit                       ,Guy's & St Thomas' NHS Trust                      ,PINV      181024                                  ,             390.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-27 00:00:00.000,Occupational Health                               ,DCS HR Health & Safety Unit                       ,Guy's & St Thomas' NHS Trust                      ,PINV      181024                                  ,            3328.7200,                                                  
DCMS                                              ,NHM                                               ,2014-03-27 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Arnold Clark Finance Limited                      ,PINV      181003                                  ,               3.2900,                                                  
DCMS                                              ,NHM                                               ,2014-03-27 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Cynergin Consultants Ltd                          ,PINV      181007                                  ,              20.7400,                                                  
DCMS                                              ,NHM                                               ,2014-03-27 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Deloitte LLP                                      ,PINV      180986                                  ,              14.2500,                                                  
DCMS                                              ,NHM                                               ,2014-03-27 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Deloitte LLP                                      ,PINV      180987                                  ,               4.9900,                                                  
DCMS                                              ,NHM                                               ,2014-03-27 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,RWCA                                              ,PINV      181002                                  ,               9.4200,                                                  
DCMS                                              ,NHM                                               ,2014-03-27 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Servest Group Ltd                                 ,PINV      180991                                  ,              12.6600,                                                  
DCMS                                              ,NHM                                               ,2014-03-27 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Servest Group Ltd                                 ,PINV      180992                                  ,               6.6500,                                                  
DCMS                                              ,NHM                                               ,2014-03-27 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Servest Group Ltd                                 ,PINV      181086                                  ,               7.4400,                                                  
DCMS                                              ,NHM                                               ,2014-03-27 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Servest Group Ltd                                 ,PINV      181088                                  ,              29.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-28 00:00:00.000,P/L - Est Water/Sewage                            ,Estates Utilities & Rents                         ,Thames Water Utilities Ltd                        ,PINV      181337                                  ,             606.0100,                                                  
DCMS                                              ,NHM                                               ,2014-03-28 00:00:00.000,P/L - Fundraising Expenditure                     ,DIR Development                                   ,Benugo                                            ,PINV      181355                                  ,            1935.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-28 00:00:00.000,P/L - Legal Fees                                  ,DCS Finance                                       ,Farrer &Co                                        ,PINV      181345                                  ,            1820.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-28 00:00:00.000,P/L - Legal Fees                                  ,DCS Finance                                       ,Farrer &Co                                        ,PINV      181398                                  ,             145.6900,                                                  
DCMS                                              ,NHM                                               ,2014-03-28 00:00:00.000,P/L - Legal Fees                                  ,PEG Prog Board Temporary Exhibitions              ,Farrer &Co                                        ,PINV      181398                                  ,             457.8800,                                                  
DCMS                                              ,NHM                                               ,2014-03-28 00:00:00.000,P/L - Legal Fees                                  ,Estates Management                                ,Farrer &Co                                        ,PINV      181398                                  ,             545.7800,                                                  
DCMS                                              ,NHM                                               ,2014-03-28 00:00:00.000,P/L - Legal Fees                                  ,Est Security SK                                   ,Farrer &Co                                        ,PINV      181398                                  ,             878.6800,                                                  
DCMS                                              ,NHM                                               ,2014-03-28 00:00:00.000,P/L - Legal Fees                                  ,DCS Human Resources Operations                    ,Farrer &Co                                        ,PINV      181398                                  ,            3282.3900,                                                  
DCMS                                              ,NHM                                               ,2014-03-28 00:00:00.000,P/L - Members Events Costs                        ,Commerce Visitor Events                           ,Wilson James Limited                              ,PINV      181389                                  ,            1552.6400,                                                  
DCMS                                              ,NHM                                               ,2014-03-28 00:00:00.000,P/L - Members Magazine Costs                      ,Commerce Memberships                              ,Uni-mail                                          ,PINV      181353                                  ,            2547.6200,                                                  
DCMS                                              ,NHM                                               ,2014-03-28 00:00:00.000,P/L - Security                                    ,Tring Administration                              ,G4S Cash Services (UK) Ltd                        ,PINV      181380                                  ,             225.0400,                                                  
DCMS                                              ,NHM                                               ,2014-03-28 00:00:00.000,P/L - Security                                    ,PEG Directorate & Resources                       ,G4S Cash Services (UK) Ltd                        ,PINV      181380                                  ,             535.8600,                                                  
DCMS                                              ,NHM                                               ,2014-03-28 00:00:00.000,P/L - Subscriptions                               ,DIR Development                                   ,LexisNexis                                        ,PINV      181344                                  ,             452.5500,                                                  
DCMS                                              ,NHM                                               ,2014-03-28 00:00:00.000,Professional Printing                             ,DIR Comms Marketing                               ,Witherbys Lithoflow                               ,PINV      181386                                  ,             498.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-28 00:00:00.000,Recruitment Costs & Placement Fees                ,DIR Development                                   ,Peter Lockyer Advertising Ltd                     ,PINV      181342                                  ,              37.5000,                                                  
DCMS                                              ,NHM                                               ,2014-03-28 00:00:00.000,Recruitment Costs & Placement Fees                ,DIR Development                                   ,Peter Lockyer Advertising Ltd                     ,PINV      181342                                  ,             625.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-28 00:00:00.000,Security Contract Costs                           ,Est Security SK                                   ,Wilson James Limited                              ,PINV      181390                                  ,           18133.8800,                                                  
DCMS                                              ,NHM                                               ,2014-03-28 00:00:00.000,Security Contract Costs                           ,Est Security SK                                   ,Wilson James Limited                              ,PINV      181390                                  ,          145657.1400,                                                  
DCMS                                              ,NHM                                               ,2014-03-28 00:00:00.000,Security Contract Costs                           ,Est Security SK                                   ,Wilson James Limited                              ,PINV      181391                                  ,           18133.8800,                                                  
DCMS                                              ,NHM                                               ,2014-03-28 00:00:00.000,Security Contract Costs                           ,Est Security SK                                   ,Wilson James Limited                              ,PINV      181391                                  ,          145657.1400,                                                  
DCMS                                              ,NHM                                               ,2014-03-31 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Bookings&Sales                             ,Spring Personnel                                  ,PINV      181415                                  ,            1447.8200,                                                  
DCMS                                              ,NHM                                               ,2014-03-31 00:00:00.000,Agency Temporary Staff Costs                      ,Content Management                                ,Spring Personnel                                  ,PINV      181416                                  ,            1181.2500,                                                  
DCMS                                              ,NHM                                               ,2014-03-31 00:00:00.000,Agency Temporary Staff Costs                      ,Content Editorial                                 ,Spring Personnel                                  ,PINV      181418                                  ,            1039.5000,                                                  
DCMS                                              ,NHM                                               ,2014-03-31 00:00:00.000,Agency Temporary Staff Costs                      ,VE Production Special Effects                     ,Spring Personnel                                  ,PINV      181420                                  ,             509.2500,                                                  
DCMS                                              ,NHM                                               ,2014-03-31 00:00:00.000,Agency Temporary Staff Costs                      ,DCS Project Office                                ,Spring Personnel                                  ,PINV      181444                                  ,             532.1200,                                                  
DCMS                                              ,NHM                                               ,2014-03-31 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Welcome&Information                        ,Step Ahead                                        ,PINV      181392                                  ,             766.3500,                                                  
DCMS                                              ,NHM                                               ,2014-03-31 00:00:00.000,Agency Temporary Staff Costs                      ,L&A Archives                                      ,Sue Hill Recruitment & Services Ltd               ,PINV      181396                                  ,              71.4100,                                                  
DCMS                                              ,NHM                                               ,2014-03-31 00:00:00.000,Agency Temporary Staff Costs                      ,L&A Archives                                      ,Sue Hill Recruitment & Services Ltd               ,PINV      181396                                  ,             871.2600,                                                  
DCMS                                              ,NHM                                               ,2014-03-31 00:00:00.000,B/S - Equipment (Plant & Machinery)               ,Sci Facilities Molecular                          ,Wolf Laboratories Limited                         ,PINV      181433                                  ,           20222.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-31 00:00:00.000,B/S - Prepayments Drs (ManAccts)                  ,Sci Facilities Imaging & Analytical               ,Carl Zeiss Limited                                ,PINV      181397                                  ,           16536.0200,                                                  
DCMS                                              ,NHM                                               ,2014-03-31 00:00:00.000,B/S - Prepayments Drs (ManAccts)                  ,Sci Life Research                                 ,Key Travel                                        ,PINV      181404                                  ,             923.0500,                                                  
DCMS                                              ,NHM                                               ,2014-03-31 00:00:00.000,B/S - Prepayments Drs (ManAccts)                  ,Sci Life Research                                 ,Key Travel                                        ,PINV      181405                                  ,             923.0500,                                                  
DCMS                                              ,NHM                                               ,2014-03-31 00:00:00.000,B/S -Tang FA - Perm Exhib Content/In              ,PEG Visitor Offer Strat Non Exh Proj              ,RNIB                                              ,PINV      181431                                  ,            3717.0000,                                                  
DCMS                                              ,NHM                                               ,2014-04-02 00:00:00.000,Agency Temporary Staff Costs                      ,DCS ICT (Info Computer Techonology)               ,Spring Personnel                                  ,PINV      181500                                  ,             880.0000,                                                  
DCMS                                              ,NHM                                               ,2014-04-02 00:00:00.000,Equip Hire & Maintenance (Leases)                 ,DCS ICT (Info Computer Techonology)               ,Ricoh UK Ltd                                      ,PINV      181494                                  ,            1060.4300,                                                  
DCMS                                              ,NHM                                               ,2014-04-02 00:00:00.000,HR Employee Assistance Programme                  ,DCS Human Resources Operations                    ,Workplace Options                                 ,PINV      181501                                  ,            3225.8300,                                                  
DCMS                                              ,NHM                                               ,2014-04-02 00:00:00.000,HR Payroll Provider                               ,DCS Human Resources Operations                    ,NorthgateArinso UK Ltd                            ,PINV      181496                                  ,           10079.2700,                                                  
DCMS                                              ,NHM                                               ,2014-04-02 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Eurobase People                                   ,PINV      181486                                  ,               9.4400,                                                  
DCMS                                              ,NHM                                               ,2014-04-02 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Eurobase People                                   ,PINV      181503                                  ,               6.6100,                                                  
DCMS                                              ,NHM                                               ,2014-04-02 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Hurst Associates (Europe) Limited                 ,PINV      181487                                  ,               6.3600,                                                  
DCMS                                              ,NHM                                               ,2014-04-02 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,NorthgateArinso UK Ltd                            ,PINV      181496                                  ,              64.1000,                                                  
DCMS                                              ,NHM                                               ,2014-04-02 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Odin Solutions Limited                            ,PINV      181495                                  ,               8.2700,                                                  
DCMS                                              ,NHM                                               ,2014-04-02 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Ricoh UK Ltd                                      ,PINV      181494                                  ,               6.7400,                                                  
DCMS                                              ,NHM                                               ,2014-04-02 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Spring Personnel                                  ,PINV      181497                                  ,               4.4200,                                                  
DCMS                                              ,NHM                                               ,2014-04-02 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Spring Personnel                                  ,PINV      181498                                  ,               4.4800,                                                  
DCMS                                              ,NHM                                               ,2014-04-02 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Spring Personnel                                  ,PINV      181499                                  ,               3.6100,                                                  
DCMS                                              ,NHM                                               ,2014-04-02 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Spring Personnel                                  ,PINV      181500                                  ,              11.2000,                                                  
DCMS                                              ,NHM                                               ,2014-04-02 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Workplace Options                                 ,PINV      181501                                  ,              20.5200,                                                  
DCMS                                              ,NHM                                               ,2014-04-02 00:00:00.000,IT Services                                       ,DCS ICT (Info Computer Techonology)               ,Emcor Facility Services Ltd                       ,PINV      181504                                  ,            1075.6700,                                                  
DCMS                                              ,NHM                                               ,2014-04-02 00:00:00.000,IT Services                                       ,DCS ICT (Info Computer Techonology)               ,Odin Solutions Limited                            ,PINV      181495                                  ,            1300.0000,                                                  
DCMS                                              ,NHM                                               ,2014-04-02 00:00:00.000,Professional Services/Fees                        ,DCS Human Resources Operations                    ,Hurst Associates (Europe) Limited                 ,PINV      181487                                  ,            1000.0000,                                                  
DCMS                                              ,NHM                                               ,2014-04-03 00:00:00.000,Agency Temporary Staff Costs                      ,DIR Comms Media & External Relations              ,Michael Page UK Ltd                               ,PINV      181511                                  ,             680.0400,                                                  
DCMS                                              ,NHM                                               ,2014-04-03 00:00:00.000,Agency Temporary Staff Costs                      ,DIR Communications Central                        ,Spring Personnel                                  ,PINV      181510                                  ,             247.8200,                                                  
DCMS                                              ,NHM                                               ,2014-04-03 00:00:00.000,Agency Temporary Staff Costs                      ,DCS Human Resources - Directorate                 ,Spring Personnel                                  ,PINV      181512                                  ,             559.3000,                                                  
DCMS                                              ,NHM                                               ,2014-04-03 00:00:00.000,Agency Temporary Staff Costs                      ,DCS Human Resources Operations                    ,Spring Personnel                                  ,PINV      181513                                  ,             537.2500,                                                  
DCMS                                              ,NHM                                               ,2014-04-03 00:00:00.000,Agency Temporary Staff Costs                      ,DCS Finance                                       ,Spring Personnel                                  ,PINV      181517                                  ,             574.2000,                                                  
DCMS                                              ,NHM                                               ,2014-04-03 00:00:00.000,Agency Temporary Staff Costs                      ,DCS Finance                                       ,Spring Personnel                                  ,PINV      181518                                  ,             574.2000,                                                  
DCMS                                              ,NHM                                               ,2014-04-03 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Guy's & St Thomas' NHS Trust                      ,PINV      181514                                  ,               1.7400,                                                  
DCMS                                              ,NHM                                               ,2014-04-03 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Michael Page UK Ltd                               ,PINV      181511                                  ,               4.3300,                                                  
DCMS                                              ,NHM                                               ,2014-04-03 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Spring Personnel                                  ,PINV      181512                                  ,               3.5600,                                                  
DCMS                                              ,NHM                                               ,2014-04-03 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Spring Personnel                                  ,PINV      181513                                  ,               3.4200,                                                  
DCMS                                              ,NHM                                               ,2014-04-03 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Spring Personnel                                  ,PINV      181517                                  ,               3.6500,                                                  
DCMS                                              ,NHM                                               ,2014-04-03 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Spring Personnel                                  ,PINV      181518                                  ,               3.6500,                                                  
DCMS                                              ,NHM                                               ,2014-04-03 00:00:00.000,Occupational Health                               ,DCS HR Health & Safety Unit                       ,Guy's & St Thomas' NHS Trust                      ,PINV      181514                                  ,             273.0000,                                                  
DCMS                                              ,NHM                                               ,2014-04-03 00:00:00.000,Occupational Health                               ,DCS HR Health & Safety Unit                       ,Guy's & St Thomas' NHS Trust                      ,PINV      181514                                  ,            2961.0900,                                                  
DCMS                                              ,NHM                                               ,2014-04-03 00:00:00.000,P/L - Agency Staff Costs                          ,Commerce Memberships                              ,Spring Personnel                                  ,PINV      181510                                  ,             170.7100,                                                  
DCMS                                              ,NHM                                               ,2014-04-03 00:00:00.000,P/L - Members Events Costs                        ,Commerce Visitor Events                           ,Benugo                                            ,PINV      181509                                  ,            3911.9500,                                                  
